,加权利率,品种,品种2,日期,时间,最新利率
2476,2.6622,DR001,1,09-30,17:00,2.6600
2477,2.8510,DR007,1,09-30,17:00,3.0300
2478,3.0341,DR014,1,09-30,17:00,3.0400
2479,3.0540,DR021,1,09-30,17:00,3.0500
2480,3.1000,DR1M,1,09-30,17:00,3.1000
2481,3.0875,DR2M,1,09-30,17:00,3.1000
2482,2.8500,DR3M,1,09-30,17:00,2.8500
2483,2.6678,DIBO001,0,09-30,17:00,2.8430
2484,2.0539,DIBO001,0,09-25,17:00,2.0000
2485,2.8636,DIBO007,0,09-30,17:00,2.8000
2486,3.0130,DIBO014,0,09-30,17:00,3.2000
2487,3.0131,DIBO021,0,09-30,17:00,3.0200
2488,3.4384,DIBO1M,0,09-30,17:00,3.0500
2489,3.0093,DIBO2M,0,09-30,17:00,2.9500
2490,2.9786,DIBO3M,0,09-30,17:00,3.0000
2491,2.6622,DR001,1,09-30,17:00,2.6600
2492,2.8510,DR007,1,09-30,17:00,3.0300
2493,3.0341,DR014,1,09-30,17:00,3.0400
2494,3.0540,DR021,1,09-30,17:00,3.0500
2495,2.7153,DIBO007,0,09-25,17:00,2.6500
2496,3.1000,DR1M,1,09-30,17:00,3.1000
2497,3.0875,DR2M,1,09-30,17:00,3.1000
2498,2.8500,DR3M,1,09-30,17:00,2.8500
2499,2.6678,DIBO001,0,09-30,17:00,2.8430
2500,2.8636,DIBO007,0,09-30,17:00,2.8000
2501,3.0130,DIBO014,0,09-30,17:00,3.2000
2502,3.0131,DIBO021,0,09-30,17:00,3.0200
2503,3.4384,DIBO1M,0,09-30,17:00,3.0500
2504,3.0093,DIBO2M,0,09-30,17:00,2.9500
2505,2.9786,DIBO3M,0,09-30,17:00,3.0000
2506,3.0374,DIBO014,0,09-25,17:00,2.9000
2507,2.6622,DR001,1,09-30,17:00,2.6600
2508,2.8510,DR007,1,09-30,17:00,3.0300
2509,3.0341,DR014,1,09-30,17:00,3.0400
2510,3.0540,DR021,1,09-30,17:00,3.0500
2511,3.1000,DR1M,1,09-30,17:00,3.1000
2512,3.0875,DR2M,1,09-30,17:00,3.1000
2513,2.8500,DR3M,1,09-30,17:00,2.8500
2514,2.6678,DIBO001,0,09-30,17:00,2.8430
2515,2.8636,DIBO007,0,09-30,17:00,2.8000
2516,3.0130,DIBO014,0,09-30,17:00,3.2000
2517,3.1267,DIBO021,0,09-25,17:00,3.0000
2518,3.0131,DIBO021,0,09-30,17:00,3.0200
2519,3.4384,DIBO1M,0,09-30,17:00,3.0500
2520,3.0093,DIBO2M,0,09-30,17:00,2.9500
2521,2.9786,DIBO3M,0,09-30,17:00,3.0000
2522,2.6622,DR001,1,09-30,17:00,2.6600
2523,2.8510,DR007,1,09-30,17:00,3.0300
2524,3.0341,DR014,1,09-30,17:00,3.0400
2525,3.0540,DR021,1,09-30,17:00,3.0500
2526,3.1000,DR1M,1,09-30,17:00,3.1000
2527,3.0875,DR2M,1,09-30,17:00,3.1000
2528,2.6220,DIBO007,0,09-24,17:00,3.2900
2529,2.9780,DIBO1M,0,09-25,17:00,2.9500
2530,2.8500,DR3M,1,09-30,17:00,2.8500
2531,2.6678,DIBO001,0,09-30,17:00,2.8430
2532,2.8636,DIBO007,0,09-30,17:00,2.8000
2533,3.0130,DIBO014,0,09-30,17:00,3.2000
2534,3.0131,DIBO021,0,09-30,17:00,3.0200
2535,3.4384,DIBO1M,0,09-30,17:00,3.0500
2536,3.0093,DIBO2M,0,09-30,17:00,2.9500
2537,2.9786,DIBO3M,0,09-30,17:00,3.0000
2538,2.6622,DR001,1,09-30,17:00,2.6600
2539,2.8510,DR007,1,09-30,17:00,3.0300
2540,3.1568,DIBO2M,0,09-25,17:00,2.9000
2541,3.0341,DR014,1,09-30,17:00,3.0400
2542,3.0540,DR021,1,09-30,17:00,3.0500
2543,3.1000,DR1M,1,09-30,17:00,3.1000
2544,3.0875,DR2M,1,09-30,17:00,3.1000
2545,2.8500,DR3M,1,09-30,17:00,2.8500
2546,2.6678,DIBO001,0,09-30,17:00,2.8430
2547,2.8636,DIBO007,0,09-30,17:00,2.8000
2548,3.0130,DIBO014,0,09-30,17:00,3.2000
2549,3.0131,DIBO021,0,09-30,17:00,3.0200
2550,3.4384,DIBO1M,0,09-30,17:00,3.0500
2551,3.0093,DIBO2M,0,09-30,17:00,2.9500
2552,2.9786,DIBO3M,0,09-30,17:00,3.0000
2553,2.6622,DR001,1,09-30,17:00,2.6600
2554,2.8510,DR007,1,09-30,17:00,3.0300
2555,3.0341,DR014,1,09-30,17:00,3.0400
2556,3.0540,DR021,1,09-30,17:00,3.0500
2557,3.1000,DR1M,1,09-30,17:00,3.1000
2558,3.0875,DR2M,1,09-30,17:00,3.1000
2559,2.8500,DR3M,1,09-30,17:00,2.8500
2560,2.6678,DIBO001,0,09-30,17:00,2.8430
2561,3.0150,DIBO6M,0,09-25,17:00,3.0150
2562,2.8636,DIBO007,0,09-30,17:00,2.8000
2563,3.0130,DIBO014,0,09-30,17:00,3.2000
2564,3.0131,DIBO021,0,09-30,17:00,3.0200
2565,3.4384,DIBO1M,0,09-30,17:00,3.0500
2566,3.0093,DIBO2M,0,09-30,17:00,2.9500
2567,2.9786,DIBO3M,0,09-30,17:00,3.0000
2568,2.6622,DR001,1,09-30,17:00,2.6600
2569,2.8510,DR007,1,09-30,17:00,3.0300
2570,3.0341,DR014,1,09-30,17:00,3.0400
2571,3.0540,DR021,1,09-30,17:00,3.0500
2572,4.2000,DIBO9M,0,09-25,17:00,4.2000
2573,3.1000,DR1M,1,09-30,17:00,3.1000
2574,3.0875,DR2M,1,09-30,17:00,3.1000
2575,2.8500,DR3M,1,09-30,17:00,2.8500
2576,2.6678,DIBO001,0,09-30,17:00,2.8430
2577,2.8636,DIBO007,0,09-30,17:00,2.8000
2578,3.0130,DIBO014,0,09-30,17:00,3.2000
2579,3.0131,DIBO021,0,09-30,17:00,3.0200
2580,3.4384,DIBO1M,0,09-30,17:00,3.0500
2581,3.0093,DIBO2M,0,09-30,17:00,2.9500
2582,2.9786,DIBO3M,0,09-30,17:00,3.0000
2583,4.2000,DIBO1Y,0,09-25,17:00,4.2000
2584,2.6622,DR001,1,09-30,17:00,2.6600
2585,2.8510,DR007,1,09-30,17:00,3.0300
2586,3.0341,DR014,1,09-30,17:00,3.0400
2587,3.0540,DR021,1,09-30,17:00,3.0500
2588,3.1000,DR1M,1,09-30,17:00,3.1000
2589,3.0875,DR2M,1,09-30,17:00,3.1000
2590,2.8500,DR3M,1,09-30,17:00,2.8500
2591,2.6678,DIBO001,0,09-30,17:00,2.8430
2592,2.8636,DIBO007,0,09-30,17:00,2.8000
2593,3.0130,DIBO014,0,09-30,17:00,3.2000
2594,2.0153,DR001,1,09-25,17:00,2.0500
2595,3.0131,DIBO021,0,09-30,17:00,3.0200
2596,3.4384,DIBO1M,0,09-30,17:00,3.0500
2597,3.0093,DIBO2M,0,09-30,17:00,2.9500
2598,2.9786,DIBO3M,0,09-30,17:00,3.0000
2599,2.6622,DR001,1,09-30,17:00,2.6600
2600,2.8510,DR007,1,09-30,17:00,3.0300
2601,3.0341,DR014,1,09-30,17:00,3.0400
2602,3.0540,DR021,1,09-30,17:00,3.0500
2603,3.1000,DR1M,1,09-30,17:00,3.1000
2604,3.0875,DR2M,1,09-30,17:00,3.1000
2605,2.4176,DR007,1,09-25,17:00,2.4100
2606,2.8500,DR3M,1,09-30,17:00,2.8500
2607,2.6678,DIBO001,0,09-30,17:00,2.8430
2608,2.8636,DIBO007,0,09-30,17:00,2.8000
2609,3.0130,DIBO014,0,09-30,17:00,3.2000
2610,3.0131,DIBO021,0,09-30,17:00,3.0200
2611,3.4384,DIBO1M,0,09-30,17:00,3.0500
2612,3.0093,DIBO2M,0,09-30,17:00,2.9500
2613,2.9786,DIBO3M,0,09-30,17:00,3.0000
2614,2.6622,DR001,1,09-30,17:00,2.6600
2615,2.8510,DR007,1,09-30,17:00,3.0300
2616,2.9595,DR014,1,09-25,17:00,2.8500
2617,3.0341,DR014,1,09-30,17:00,3.0400
2618,3.0540,DR021,1,09-30,17:00,3.0500
2619,3.1000,DR1M,1,09-30,17:00,3.1000
2620,3.0875,DR2M,1,09-30,17:00,3.1000
2621,2.8500,DR3M,1,09-30,17:00,2.8500
2622,2.6678,DIBO001,0,09-30,17:00,2.8430
2623,2.8636,DIBO007,0,09-30,17:00,2.8000
2624,3.0130,DIBO014,0,09-30,17:00,3.2000
2625,3.0131,DIBO021,0,09-30,17:00,3.0200
2626,3.4384,DIBO1M,0,09-30,17:00,3.0500
2627,2.9481,DR021,1,09-25,17:00,2.9000
2628,3.0093,DIBO2M,0,09-30,17:00,2.9500
2629,2.9786,DIBO3M,0,09-30,17:00,3.0000
2630,2.6622,DR001,1,09-30,17:00,2.6600
2631,2.8510,DR007,1,09-30,17:00,3.0300
2632,3.0341,DR014,1,09-30,17:00,3.0400
2633,3.0540,DR021,1,09-30,17:00,3.0500
2634,3.1000,DR1M,1,09-30,17:00,3.1000
2635,3.0875,DR2M,1,09-30,17:00,3.1000
2636,2.8500,DR3M,1,09-30,17:00,2.8500
2637,2.6678,DIBO001,0,09-30,17:00,2.8430
2638,3.0367,DIBO014,0,09-24,17:00,3.3000
2639,2.9297,DR1M,1,09-25,17:00,2.9000
2640,2.8636,DIBO007,0,09-30,17:00,2.8000
2641,3.0130,DIBO014,0,09-30,17:00,3.2000
2642,3.0131,DIBO021,0,09-30,17:00,3.0200
2643,3.4384,DIBO1M,0,09-30,17:00,3.0500
2644,3.0093,DIBO2M,0,09-30,17:00,2.9500
2645,2.9786,DIBO3M,0,09-30,17:00,3.0000
2646,2.6622,DR001,1,09-30,17:00,2.6600
2647,2.8510,DR007,1,09-30,17:00,3.0300
2648,3.0341,DR014,1,09-30,17:00,3.0400
2649,3.0540,DR021,1,09-30,17:00,3.0500
2650,3.1000,DR1M,1,09-30,17:00,3.1000
2651,3.0875,DR2M,1,09-30,17:00,3.1000
2652,2.8500,DR3M,1,09-30,17:00,2.8500
2653,2.6678,DIBO001,0,09-30,17:00,2.8430
2654,2.8636,DIBO007,0,09-30,17:00,2.8000
2655,3.0130,DIBO014,0,09-30,17:00,3.2000
2656,3.0131,DIBO021,0,09-30,17:00,3.0200
2657,3.4384,DIBO1M,0,09-30,17:00,3.0500
2658,3.0093,DIBO2M,0,09-30,17:00,2.9500
2659,2.9786,DIBO3M,0,09-30,17:00,3.0000
2660,2.8189,DR3M,1,09-25,17:00,2.8000
2661,2.6622,DR001,1,09-30,17:00,2.6600
2662,2.8510,DR007,1,09-30,17:00,3.0300
2663,3.0341,DR014,1,09-30,17:00,3.0400
2664,3.0540,DR021,1,09-30,17:00,3.0500
2665,3.1000,DR1M,1,09-30,17:00,3.1000
2666,3.0875,DR2M,1,09-30,17:00,3.1000
2667,2.8500,DR3M,1,09-30,17:00,2.8500
2668,2.6678,DIBO001,0,09-30,17:00,2.8430
2669,2.8636,DIBO007,0,09-30,17:00,2.8000
2670,3.0130,DIBO014,0,09-30,17:00,3.2000
2671,3.0700,DIBO014,0,09-26,9:15,3.0700
2672,3.0131,DIBO021,0,09-30,17:00,3.0200
2673,3.4384,DIBO1M,0,09-30,17:00,3.0500
2674,3.0093,DIBO2M,0,09-30,17:00,2.9500
2675,2.9786,DIBO3M,0,09-30,17:00,3.0000
2676,2.6622,DR001,1,09-30,17:00,2.6600
2677,2.8510,DR007,1,09-30,17:00,3.0300
2678,3.0341,DR014,1,09-30,17:00,3.0400
2679,3.0540,DR021,1,09-30,17:00,3.0500
2680,3.1000,DR1M,1,09-30,17:00,3.1000
2681,3.0875,DR2M,1,09-30,17:00,3.1000
2682,3.1000,DIBO021,0,09-26,9:15,3.1000
2683,2.8500,DR3M,1,09-30,17:00,2.8500
2684,2.6678,DIBO001,0,09-30,17:00,2.8430
2685,2.8636,DIBO007,0,09-30,17:00,2.8000
2686,3.0130,DIBO014,0,09-30,17:00,3.2000
2687,3.0131,DIBO021,0,09-30,17:00,3.0200
2688,3.4384,DIBO1M,0,09-30,17:00,3.0500
2689,3.0093,DIBO2M,0,09-30,17:00,2.9500
2690,2.9786,DIBO3M,0,09-30,17:00,3.0000
2691,2.6622,DR001,1,09-30,17:00,2.6600
2692,2.8510,DR007,1,09-30,17:00,3.0300
2693,3.7000,DIBO3M,0,09-26,9:15,3.7000
2694,3.0341,DR014,1,09-30,17:00,3.0400
2695,3.0540,DR021,1,09-30,17:00,3.0500
2696,3.1000,DR1M,1,09-30,17:00,3.1000
2697,3.0875,DR2M,1,09-30,17:00,3.1000
2698,2.8500,DR3M,1,09-30,17:00,2.8500
2699,2.6678,DIBO001,0,09-30,17:00,2.8430
2700,2.8636,DIBO007,0,09-30,17:00,2.8000
2701,3.0130,DIBO014,0,09-30,17:00,3.2000
2702,3.0131,DIBO021,0,09-30,17:00,3.0200
2703,3.4384,DIBO1M,0,09-30,17:00,3.0500
2704,2.0418,DR001,1,09-26,9:15,1.7000
2705,3.0093,DIBO2M,0,09-30,17:00,2.9500
2706,2.9786,DIBO3M,0,09-30,17:00,3.0000
2707,2.6622,DR001,1,09-30,17:00,2.6600
2708,2.8510,DR007,1,09-30,17:00,3.0300
2709,3.0341,DR014,1,09-30,17:00,3.0400
2710,3.0540,DR021,1,09-30,17:00,3.0500
2711,3.1000,DR1M,1,09-30,17:00,3.1000
2712,3.0875,DR2M,1,09-30,17:00,3.1000
2713,2.8500,DR3M,1,09-30,17:00,2.8500
2714,2.6678,DIBO001,0,09-30,17:00,2.8430
2715,2.6371,DR007,1,09-26,9:15,2.6500
2716,2.8636,DIBO007,0,09-30,17:00,2.8000
2717,3.0130,DIBO014,0,09-30,17:00,3.2000
2718,3.0131,DIBO021,0,09-30,17:00,3.0200
2719,3.4384,DIBO1M,0,09-30,17:00,3.0500
2720,3.0093,DIBO2M,0,09-30,17:00,2.9500
2721,2.9786,DIBO3M,0,09-30,17:00,3.0000
2722,2.6622,DR001,1,09-30,17:00,2.6600
2723,2.8510,DR007,1,09-30,17:00,3.0300
2724,3.0341,DR014,1,09-30,17:00,3.0400
2725,3.0540,DR021,1,09-30,17:00,3.0500
2726,3.0000,DR014,1,09-26,9:15,3.0000
2727,3.1000,DR1M,1,09-30,17:00,3.1000
2728,3.0875,DR2M,1,09-30,17:00,3.1000
2729,2.8500,DR3M,1,09-30,17:00,2.8500
2730,2.6678,DIBO001,0,09-30,17:00,2.8430
2731,2.8636,DIBO007,0,09-30,17:00,2.8000
2732,3.0130,DIBO014,0,09-30,17:00,3.2000
2733,3.0131,DIBO021,0,09-30,17:00,3.0200
2734,3.4384,DIBO1M,0,09-30,17:00,3.0500
2735,3.0093,DIBO2M,0,09-30,17:00,2.9500
2736,2.9786,DIBO3M,0,09-30,17:00,3.0000
2737,3.0140,DIBO014,0,09-26,9:30,3.0000
2738,2.6622,DR001,1,09-30,17:00,2.6600
2739,2.8510,DR007,1,09-30,17:00,3.0300
2740,3.0341,DR014,1,09-30,17:00,3.0400
2741,3.0540,DR021,1,09-30,17:00,3.0500
2742,3.1000,DR1M,1,09-30,17:00,3.1000
2743,3.0875,DR2M,1,09-30,17:00,3.1000
2744,2.8500,DR3M,1,09-30,17:00,2.8500
2745,2.6678,DIBO001,0,09-30,17:00,2.8430
2746,2.8636,DIBO007,0,09-30,17:00,2.8000
2747,3.0130,DIBO014,0,09-30,17:00,3.2000
2748,3.2380,DIBO021,0,09-24,17:00,3.1300
2749,3.1000,DIBO021,0,09-26,9:30,3.1000
2750,3.0131,DIBO021,0,09-30,17:00,3.0200
2751,3.4384,DIBO1M,0,09-30,17:00,3.0500
2752,3.0093,DIBO2M,0,09-30,17:00,2.9500
2753,2.9786,DIBO3M,0,09-30,17:00,3.0000
2754,2.6622,DR001,1,09-30,17:00,2.6600
2755,2.8510,DR007,1,09-30,17:00,3.0300
2756,3.0341,DR014,1,09-30,17:00,3.0400
2757,3.0540,DR021,1,09-30,17:00,3.0500
2758,3.1000,DR1M,1,09-30,17:00,3.1000
2759,3.0875,DR2M,1,09-30,17:00,3.1000
2760,3.7000,DIBO2M,0,09-26,9:30,3.7000
2761,2.8500,DR3M,1,09-30,17:00,2.8500
2762,2.6678,DIBO001,0,09-30,17:00,2.8430
2763,2.8636,DIBO007,0,09-30,17:00,2.8000
2764,3.0130,DIBO014,0,09-30,17:00,3.2000
2765,3.0131,DIBO021,0,09-30,17:00,3.0200
2766,3.4384,DIBO1M,0,09-30,17:00,3.0500
2767,3.0093,DIBO2M,0,09-30,17:00,2.9500
2768,2.9786,DIBO3M,0,09-30,17:00,3.0000
2769,2.6622,DR001,1,09-30,17:00,2.6600
2770,2.8510,DR007,1,09-30,17:00,3.0300
2771,3.7000,DIBO3M,0,09-26,9:30,3.7000
2772,3.0341,DR014,1,09-30,17:00,3.0400
2773,3.0540,DR021,1,09-30,17:00,3.0500
2774,3.1000,DR1M,1,09-30,17:00,3.1000
2775,3.0875,DR2M,1,09-30,17:00,3.1000
2776,2.8500,DR3M,1,09-30,17:00,2.8500
2777,2.6678,DIBO001,0,09-30,17:00,2.8430
2778,2.8636,DIBO007,0,09-30,17:00,2.8000
2779,3.0130,DIBO014,0,09-30,17:00,3.2000
2780,3.0131,DIBO021,0,09-30,17:00,3.0200
2781,3.4384,DIBO1M,0,09-30,17:00,3.0500
2782,3.0000,DIBO4M,0,09-26,9:30,3.0000
2783,3.0093,DIBO2M,0,09-30,17:00,2.9500
2784,2.9786,DIBO3M,0,09-30,17:00,3.0000
2785,2.6622,DR001,1,09-30,17:00,2.6600
2786,2.8510,DR007,1,09-30,17:00,3.0300
2787,3.0341,DR014,1,09-30,17:00,3.0400
2788,3.0540,DR021,1,09-30,17:00,3.0500
2789,3.1000,DR1M,1,09-30,17:00,3.1000
2790,3.0875,DR2M,1,09-30,17:00,3.1000
2791,2.8500,DR3M,1,09-30,17:00,2.8500
2792,2.6678,DIBO001,0,09-30,17:00,2.8430
2793,1.8227,DR001,1,09-26,9:30,1.6100
2794,2.8636,DIBO007,0,09-30,17:00,2.8000
2795,3.0130,DIBO014,0,09-30,17:00,3.2000
2796,3.0131,DIBO021,0,09-30,17:00,3.0200
2797,3.4384,DIBO1M,0,09-30,17:00,3.0500
2798,3.0093,DIBO2M,0,09-30,17:00,2.9500
2799,2.9786,DIBO3M,0,09-30,17:00,3.0000
2800,2.6622,DR001,1,09-30,17:00,2.6600
2801,2.8510,DR007,1,09-30,17:00,3.0300
2802,3.0341,DR014,1,09-30,17:00,3.0400
2803,3.0540,DR021,1,09-30,17:00,3.0500
2804,2.6161,DR007,1,09-26,9:30,1.9000
2805,3.1000,DR1M,1,09-30,17:00,3.1000
2806,3.0875,DR2M,1,09-30,17:00,3.1000
2807,2.8500,DR3M,1,09-30,17:00,2.8500
2808,2.6678,DIBO001,0,09-30,17:00,2.8430
2809,2.8636,DIBO007,0,09-30,17:00,2.8000
2810,3.0130,DIBO014,0,09-30,17:00,3.2000
2811,3.0131,DIBO021,0,09-30,17:00,3.0200
2812,3.4384,DIBO1M,0,09-30,17:00,3.0500
2813,3.0093,DIBO2M,0,09-30,17:00,2.9500
2814,2.9786,DIBO3M,0,09-30,17:00,3.0000
2815,2.9884,DR014,1,09-26,9:30,2.9000
2816,2.6622,DR001,1,09-30,17:00,2.6600
2817,2.8510,DR007,1,09-30,17:00,3.0300
2818,3.0341,DR014,1,09-30,17:00,3.0400
2819,3.0540,DR021,1,09-30,17:00,3.0500
2820,3.1000,DR1M,1,09-30,17:00,3.1000
2821,3.0875,DR2M,1,09-30,17:00,3.1000
2822,2.8500,DR3M,1,09-30,17:00,2.8500
2823,2.6678,DIBO001,0,09-30,17:00,2.8430
2824,2.8636,DIBO007,0,09-30,17:00,2.8000
2825,3.0130,DIBO014,0,09-30,17:00,3.2000
2826,3.0000,DR021,1,09-26,9:30,3.0000
2827,3.0131,DIBO021,0,09-30,17:00,3.0200
2828,3.4384,DIBO1M,0,09-30,17:00,3.0500
2829,3.0093,DIBO2M,0,09-30,17:00,2.9500
2830,2.9786,DIBO3M,0,09-30,17:00,3.0000
2831,2.6622,DR001,1,09-30,17:00,2.6600
2832,2.8510,DR007,1,09-30,17:00,3.0300
2833,3.0341,DR014,1,09-30,17:00,3.0400
2834,3.0540,DR021,1,09-30,17:00,3.0500
2835,3.1000,DR1M,1,09-30,17:00,3.1000
2836,3.0875,DR2M,1,09-30,17:00,3.1000
2837,2.0489,DIBO001,0,09-26,9:45,2.0500
2838,2.8500,DR3M,1,09-30,17:00,2.8500
2839,2.6678,DIBO001,0,09-30,17:00,2.8430
2840,2.8636,DIBO007,0,09-30,17:00,2.8000
2841,3.0130,DIBO014,0,09-30,17:00,3.2000
2842,3.0131,DIBO021,0,09-30,17:00,3.0200
2843,3.4384,DIBO1M,0,09-30,17:00,3.0500
2844,3.0093,DIBO2M,0,09-30,17:00,2.9500
2845,2.9786,DIBO3M,0,09-30,17:00,3.0000
2846,2.6622,DR001,1,09-30,17:00,2.6600
2847,2.8510,DR007,1,09-30,17:00,3.0300
2848,2.0000,DIBO007,0,09-26,9:45,2.0000
2849,3.0341,DR014,1,09-30,17:00,3.0400
2850,3.0540,DR021,1,09-30,17:00,3.0500
2851,3.1000,DR1M,1,09-30,17:00,3.1000
2852,3.0875,DR2M,1,09-30,17:00,3.1000
2853,2.8500,DR3M,1,09-30,17:00,2.8500
2854,2.6678,DIBO001,0,09-30,17:00,2.8430
2855,2.8636,DIBO007,0,09-30,17:00,2.8000
2856,3.0130,DIBO014,0,09-30,17:00,3.2000
2857,3.0131,DIBO021,0,09-30,17:00,3.0200
2858,3.4384,DIBO1M,0,09-30,17:00,3.0500
2859,3.6136,DIBO1M,0,09-24,17:00,4.5500
2860,3.0140,DIBO014,0,09-26,9:45,3.0000
2861,3.0093,DIBO2M,0,09-30,17:00,2.9500
2862,2.9786,DIBO3M,0,09-30,17:00,3.0000
2863,2.6622,DR001,1,09-30,17:00,2.6600
2864,2.8510,DR007,1,09-30,17:00,3.0300
2865,3.0341,DR014,1,09-30,17:00,3.0400
2866,3.0540,DR021,1,09-30,17:00,3.0500
2867,3.1000,DR1M,1,09-30,17:00,3.1000
2868,3.0875,DR2M,1,09-30,17:00,3.1000
2869,2.8500,DR3M,1,09-30,17:00,2.8500
2870,2.6678,DIBO001,0,09-30,17:00,2.8430
2871,3.1000,DIBO021,0,09-26,9:45,3.1000
2872,2.8636,DIBO007,0,09-30,17:00,2.8000
2873,3.0130,DIBO014,0,09-30,17:00,3.2000
2874,3.0131,DIBO021,0,09-30,17:00,3.0200
2875,3.4384,DIBO1M,0,09-30,17:00,3.0500
2876,3.0093,DIBO2M,0,09-30,17:00,2.9500
2877,2.9786,DIBO3M,0,09-30,17:00,3.0000
2878,2.6622,DR001,1,09-30,17:00,2.6600
2879,2.8510,DR007,1,09-30,17:00,3.0300
2880,3.0341,DR014,1,09-30,17:00,3.0400
2881,3.0540,DR021,1,09-30,17:00,3.0500
2882,3.7000,DIBO2M,0,09-26,9:45,3.7000
2883,3.1000,DR1M,1,09-30,17:00,3.1000
2884,3.0875,DR2M,1,09-30,17:00,3.1000
2885,2.8500,DR3M,1,09-30,17:00,2.8500
2886,2.6678,DIBO001,0,09-30,17:00,2.8430
2887,2.8636,DIBO007,0,09-30,17:00,2.8000
2888,3.0130,DIBO014,0,09-30,17:00,3.2000
2889,3.0131,DIBO021,0,09-30,17:00,3.0200
2890,3.4384,DIBO1M,0,09-30,17:00,3.0500
2891,3.0093,DIBO2M,0,09-30,17:00,2.9500
2892,2.9786,DIBO3M,0,09-30,17:00,3.0000
2893,3.7000,DIBO3M,0,09-26,9:45,3.7000
2894,2.6622,DR001,1,09-30,17:00,2.6600
2895,2.8510,DR007,1,09-30,17:00,3.0300
2896,3.0341,DR014,1,09-30,17:00,3.0400
2897,3.0540,DR021,1,09-30,17:00,3.0500
2898,3.1000,DR1M,1,09-30,17:00,3.1000
2899,3.0875,DR2M,1,09-30,17:00,3.1000
2900,2.8500,DR3M,1,09-30,17:00,2.8500
2901,2.6678,DIBO001,0,09-30,17:00,2.8430
2902,2.8636,DIBO007,0,09-30,17:00,2.8000
2903,3.0130,DIBO014,0,09-30,17:00,3.2000
2904,3.0000,DIBO4M,0,09-26,9:45,3.0000
2905,3.0131,DIBO021,0,09-30,17:00,3.0200
2906,3.4384,DIBO1M,0,09-30,17:00,3.0500
2907,3.0093,DIBO2M,0,09-30,17:00,2.9500
2908,2.9786,DIBO3M,0,09-30,17:00,3.0000
2909,2.6622,DR001,1,09-30,17:00,2.6600
2910,2.8510,DR007,1,09-30,17:00,3.0300
2911,3.0341,DR014,1,09-30,17:00,3.0400
2912,3.0540,DR021,1,09-30,17:00,3.0500
2913,3.1000,DR1M,1,09-30,17:00,3.1000
2914,3.0875,DR2M,1,09-30,17:00,3.1000
2915,1.6742,DR001,1,09-26,9:45,1.6000
2916,2.8500,DR3M,1,09-30,17:00,2.8500
2917,2.6678,DIBO001,0,09-30,17:00,2.8430
2918,2.8636,DIBO007,0,09-30,17:00,2.8000
2919,3.0130,DIBO014,0,09-30,17:00,3.2000
2920,3.0131,DIBO021,0,09-30,17:00,3.0200
2921,3.4384,DIBO1M,0,09-30,17:00,3.0500
2922,3.0093,DIBO2M,0,09-30,17:00,2.9500
2923,2.9786,DIBO3M,0,09-30,17:00,3.0000
2924,2.6622,DR001,1,09-30,17:00,2.6600
2925,2.8510,DR007,1,09-30,17:00,3.0300
2926,2.6219,DR007,1,09-26,9:45,2.6200
2927,3.0341,DR014,1,09-30,17:00,3.0400
2928,3.0540,DR021,1,09-30,17:00,3.0500
2929,3.1000,DR1M,1,09-30,17:00,3.1000
2930,3.0875,DR2M,1,09-30,17:00,3.1000
2931,2.8500,DR3M,1,09-30,17:00,2.8500
2932,2.6678,DIBO001,0,09-30,17:00,2.8430
2933,2.8636,DIBO007,0,09-30,17:00,2.8000
2934,3.0130,DIBO014,0,09-30,17:00,3.2000
2935,3.0131,DIBO021,0,09-30,17:00,3.0200
2936,3.4384,DIBO1M,0,09-30,17:00,3.0500
2937,2.9689,DR014,1,09-26,9:45,2.8000
2938,3.0093,DIBO2M,0,09-30,17:00,2.9500
2939,2.9786,DIBO3M,0,09-30,17:00,3.0000
2940,2.6622,DR001,1,09-30,17:00,2.6600
2941,2.8510,DR007,1,09-30,17:00,3.0300
2942,3.0341,DR014,1,09-30,17:00,3.0400
2943,3.0540,DR021,1,09-30,17:00,3.0500
2944,3.1000,DR1M,1,09-30,17:00,3.1000
2945,3.0875,DR2M,1,09-30,17:00,3.1000
2946,2.8500,DR3M,1,09-30,17:00,2.8500
2947,2.6678,DIBO001,0,09-30,17:00,2.8430
2948,3.0000,DR021,1,09-26,9:45,3.0000
2949,2.8636,DIBO007,0,09-30,17:00,2.8000
2950,3.0130,DIBO014,0,09-30,17:00,3.2000
2951,3.0131,DIBO021,0,09-30,17:00,3.0200
2952,3.4384,DIBO1M,0,09-30,17:00,3.0500
2953,3.0093,DIBO2M,0,09-30,17:00,2.9500
2954,2.9786,DIBO3M,0,09-30,17:00,3.0000
2955,2.6622,DR001,1,09-30,17:00,2.6600
2956,2.8510,DR007,1,09-30,17:00,3.0300
2957,3.0341,DR014,1,09-30,17:00,3.0400
2958,3.0540,DR021,1,09-30,17:00,3.0500
2959,1.9791,DIBO001,0,09-26,10:00,2.0400
2960,3.1000,DR1M,1,09-30,17:00,3.1000
2961,3.0875,DR2M,1,09-30,17:00,3.1000
2962,2.8500,DR3M,1,09-30,17:00,2.8500
2963,2.6678,DIBO001,0,09-30,17:00,2.8430
2964,2.8636,DIBO007,0,09-30,17:00,2.8000
2965,3.0130,DIBO014,0,09-30,17:00,3.2000
2966,3.0131,DIBO021,0,09-30,17:00,3.0200
