,加权利率,品种,品种2,日期,时间,最新利率
0,2.3753,DIBO001,0,09-24,17:00,2.3600
1,2.6220,DIBO007,0,09-24,17:00,3.2900
2,3.0069,DR014,1,09-24,17:00,3.0100
3,3.6136,DIBO1M,0,09-24,17:00,4.5500
4,2.8000,DR3M,1,09-26,17:00,2.8000
5,3.4500,DR4M,1,09-26,17:00,3.4500
6,1.6446,DIBO001,0,09-26,17:00,1.6500
7,2.5741,DIBO007,0,09-26,17:00,2.9000
8,3.0223,DIBO014,0,09-26,17:00,2.8000
9,3.1201,DIBO021,0,09-26,17:00,3.0000
10,2.7616,DIBO1M,0,09-26,17:00,2.7000
11,3.1425,DIBO2M,0,09-26,17:00,3.4000
12,3.0106,DIBO3M,0,09-26,17:00,2.8800
13,3.0000,DIBO4M,0,09-26,17:00,3.0000
14,3.5068,DIBO2M,0,09-24,17:00,3.3000
15,3.7511,DIBO6M,0,09-26,17:00,2.8150
16,4.2000,DIBO9M,0,09-26,17:00,4.2000
17,4.2000,DIBO1Y,0,09-26,17:00,4.2000
18,1.6128,DR001,1,09-26,17:00,1.6000
19,2.4596,DR007,1,09-26,17:00,2.5000
20,2.9681,DR014,1,09-26,17:00,2.9000
21,2.9097,DR021,1,09-26,17:00,2.9500
22,2.8906,DR1M,1,09-26,17:00,2.8000
23,2.8817,DR2M,1,09-26,17:00,2.7500
24,2.8000,DR3M,1,09-26,17:00,2.8000
25,3.6776,DIBO3M,0,09-24,17:00,3.5500
26,3.4500,DR4M,1,09-26,17:00,3.4500
27,1.6446,DIBO001,0,09-26,17:00,1.6500
28,2.5741,DIBO007,0,09-26,17:00,2.9000
29,3.0223,DIBO014,0,09-26,17:00,2.8000
30,3.1201,DIBO021,0,09-26,17:00,3.0000
31,2.7616,DIBO1M,0,09-26,17:00,2.7000
32,3.1425,DIBO2M,0,09-26,17:00,3.4000
33,3.0106,DIBO3M,0,09-26,17:00,2.8800
34,3.0000,DIBO4M,0,09-26,17:00,3.0000
35,3.7511,DIBO6M,0,09-26,17:00,2.8150
36,3.0480,DIBO1Y,0,09-24,17:00,3.0480
37,4.2000,DIBO9M,0,09-26,17:00,4.2000
38,4.2000,DIBO1Y,0,09-26,17:00,4.2000
39,1.6128,DR001,1,09-26,17:00,1.6000
40,2.4596,DR007,1,09-26,17:00,2.5000
41,2.9681,DR014,1,09-26,17:00,2.9000
42,2.9097,DR021,1,09-26,17:00,2.9500
43,2.8906,DR1M,1,09-26,17:00,2.8000
44,2.8817,DR2M,1,09-26,17:00,2.7500
45,2.8000,DR3M,1,09-26,17:00,2.8000
46,3.4500,DR4M,1,09-26,17:00,3.4500
47,2.3484,DR001,1,09-24,17:00,2.3000
48,1.6446,DIBO001,0,09-26,17:00,1.6500
49,2.5741,DIBO007,0,09-26,17:00,2.9000
50,3.0223,DIBO014,0,09-26,17:00,2.8000
51,3.1201,DIBO021,0,09-26,17:00,3.0000
52,2.7616,DIBO1M,0,09-26,17:00,2.7000
53,3.1425,DIBO2M,0,09-26,17:00,3.4000
54,3.0106,DIBO3M,0,09-26,17:00,2.8800
55,3.0000,DIBO4M,0,09-26,17:00,3.0000
56,3.7511,DIBO6M,0,09-26,17:00,2.8150
57,4.2000,DIBO9M,0,09-26,17:00,4.2000
58,2.6040,DR007,1,09-24,17:00,2.3000
59,4.2000,DIBO1Y,0,09-26,17:00,4.2000
60,1.6128,DR001,1,09-26,17:00,1.6000
61,2.4596,DR007,1,09-26,17:00,2.5000
62,2.9681,DR014,1,09-26,17:00,2.9000
63,2.9097,DR021,1,09-26,17:00,2.9500
64,2.8906,DR1M,1,09-26,17:00,2.8000
65,2.8817,DR2M,1,09-26,17:00,2.7500
66,2.8000,DR3M,1,09-26,17:00,2.8000
67,3.4500,DR4M,1,09-26,17:00,3.4500
68,1.6446,DIBO001,0,09-26,17:00,1.6500
69,3.0069,DR014,1,09-24,17:00,3.0100
70,2.5741,DIBO007,0,09-26,17:00,2.9000
71,3.0223,DIBO014,0,09-26,17:00,2.8000
72,3.1201,DIBO021,0,09-26,17:00,3.0000
73,2.7616,DIBO1M,0,09-26,17:00,2.7000
74,3.1425,DIBO2M,0,09-26,17:00,3.4000
75,3.0106,DIBO3M,0,09-26,17:00,2.8800
76,3.0000,DIBO4M,0,09-26,17:00,3.0000
77,3.7511,DIBO6M,0,09-26,17:00,2.8150
78,4.2000,DIBO9M,0,09-26,17:00,4.2000
79,4.2000,DIBO1Y,0,09-26,17:00,4.2000
80,3.0077,DR021,1,09-24,17:00,2.9000
81,1.6128,DR001,1,09-26,17:00,1.6000
82,2.4596,DR007,1,09-26,17:00,2.5000
83,2.9681,DR014,1,09-26,17:00,2.9000
84,2.9097,DR021,1,09-26,17:00,2.9500
85,2.8906,DR1M,1,09-26,17:00,2.8000
86,2.8817,DR2M,1,09-26,17:00,2.7500
87,2.8000,DR3M,1,09-26,17:00,2.8000
88,3.4500,DR4M,1,09-26,17:00,3.4500
89,1.6446,DIBO001,0,09-26,17:00,1.6500
90,2.5741,DIBO007,0,09-26,17:00,2.9000
91,2.9912,DR1M,1,09-24,17:00,2.8000
92,3.0223,DIBO014,0,09-26,17:00,2.8000
93,3.1201,DIBO021,0,09-26,17:00,3.0000
94,2.7616,DIBO1M,0,09-26,17:00,2.7000
95,3.1425,DIBO2M,0,09-26,17:00,3.4000
96,3.0106,DIBO3M,0,09-26,17:00,2.8800
97,3.0000,DIBO4M,0,09-26,17:00,3.0000
98,3.7511,DIBO6M,0,09-26,17:00,2.8150
99,4.2000,DIBO9M,0,09-26,17:00,4.2000
100,4.2000,DIBO1Y,0,09-26,17:00,4.2000
101,1.6128,DR001,1,09-26,17:00,1.6000
102,3.1137,DR2M,1,09-24,17:00,3.1000
103,2.4596,DR007,1,09-26,17:00,2.5000
104,2.9681,DR014,1,09-26,17:00,2.9000
105,2.9097,DR021,1,09-26,17:00,2.9500
106,2.8906,DR1M,1,09-26,17:00,2.8000
107,2.8817,DR2M,1,09-26,17:00,2.7500
108,2.8000,DR3M,1,09-26,17:00,2.8000
109,3.4500,DR4M,1,09-26,17:00,3.4500
110,1.6446,DIBO001,0,09-26,17:00,1.6500
111,2.5741,DIBO007,0,09-26,17:00,2.9000
112,3.0223,DIBO014,0,09-26,17:00,2.8000
113,3.0077,DR021,1,09-24,17:00,2.9000
114,2.9703,DR3M,1,09-24,17:00,3.0000
115,3.1201,DIBO021,0,09-26,17:00,3.0000
116,2.7616,DIBO1M,0,09-26,17:00,2.7000
117,3.1425,DIBO2M,0,09-26,17:00,3.4000
118,3.0106,DIBO3M,0,09-26,17:00,2.8800
119,3.0000,DIBO4M,0,09-26,17:00,3.0000
120,3.7511,DIBO6M,0,09-26,17:00,2.8150
121,4.2000,DIBO9M,0,09-26,17:00,4.2000
122,4.2000,DIBO1Y,0,09-26,17:00,4.2000
123,1.6128,DR001,1,09-26,17:00,1.6000
124,2.4596,DR007,1,09-26,17:00,2.5000
125,3.5000,DR6M,1,09-24,17:00,3.5000
126,2.9681,DR014,1,09-26,17:00,2.9000
127,2.9097,DR021,1,09-26,17:00,2.9500
128,2.8906,DR1M,1,09-26,17:00,2.8000
129,2.8817,DR2M,1,09-26,17:00,2.7500
130,2.8000,DR3M,1,09-26,17:00,2.8000
131,3.4500,DR4M,1,09-26,17:00,3.4500
132,1.6446,DIBO001,0,09-26,17:00,1.6500
133,2.5741,DIBO007,0,09-26,17:00,2.9000
134,3.0223,DIBO014,0,09-26,17:00,2.8000
135,3.1201,DIBO021,0,09-26,17:00,3.0000
136,2.3753,DIBO001,0,09-24,17:00,2.3600
137,2.7616,DIBO1M,0,09-26,17:00,2.7000
138,3.1425,DIBO2M,0,09-26,17:00,3.4000
139,3.0106,DIBO3M,0,09-26,17:00,2.8800
140,3.0000,DIBO4M,0,09-26,17:00,3.0000
141,3.7511,DIBO6M,0,09-26,17:00,2.8150
142,4.2000,DIBO9M,0,09-26,17:00,4.2000
143,4.2000,DIBO1Y,0,09-26,17:00,4.2000
144,1.6128,DR001,1,09-26,17:00,1.6000
145,2.4596,DR007,1,09-26,17:00,2.5000
146,2.9681,DR014,1,09-26,17:00,2.9000
147,2.6220,DIBO007,0,09-24,17:00,3.2900
148,2.9097,DR021,1,09-26,17:00,2.9500
149,2.8906,DR1M,1,09-26,17:00,2.8000
150,2.8817,DR2M,1,09-26,17:00,2.7500
151,2.8000,DR3M,1,09-26,17:00,2.8000
152,3.4500,DR4M,1,09-26,17:00,3.4500
153,1.6446,DIBO001,0,09-26,17:00,1.6500
154,2.5741,DIBO007,0,09-26,17:00,2.9000
155,3.0223,DIBO014,0,09-26,17:00,2.8000
156,3.1201,DIBO021,0,09-26,17:00,3.0000
157,2.7616,DIBO1M,0,09-26,17:00,2.7000
158,3.0367,DIBO014,0,09-24,17:00,3.3000
159,3.1425,DIBO2M,0,09-26,17:00,3.4000
160,3.0106,DIBO3M,0,09-26,17:00,2.8800
161,3.0000,DIBO4M,0,09-26,17:00,3.0000
162,3.7511,DIBO6M,0,09-26,17:00,2.8150
163,4.2000,DIBO9M,0,09-26,17:00,4.2000
164,4.2000,DIBO1Y,0,09-26,17:00,4.2000
165,1.6128,DR001,1,09-26,17:00,1.6000
166,2.4596,DR007,1,09-26,17:00,2.5000
167,2.9681,DR014,1,09-26,17:00,2.9000
168,2.9097,DR021,1,09-26,17:00,2.9500
169,3.2380,DIBO021,0,09-24,17:00,3.1300
170,2.8906,DR1M,1,09-26,17:00,2.8000
171,2.8817,DR2M,1,09-26,17:00,2.7500
172,2.8000,DR3M,1,09-26,17:00,2.8000
173,3.4500,DR4M,1,09-26,17:00,3.4500
174,1.6446,DIBO001,0,09-26,17:00,1.6500
175,2.5741,DIBO007,0,09-26,17:00,2.9000
176,3.0223,DIBO014,0,09-26,17:00,2.8000
177,3.1201,DIBO021,0,09-26,17:00,3.0000
178,2.7616,DIBO1M,0,09-26,17:00,2.7000
179,3.1425,DIBO2M,0,09-26,17:00,3.4000
180,3.6136,DIBO1M,0,09-24,17:00,4.5500
181,3.0106,DIBO3M,0,09-26,17:00,2.8800
182,3.0000,DIBO4M,0,09-26,17:00,3.0000
183,3.7511,DIBO6M,0,09-26,17:00,2.8150
184,4.2000,DIBO9M,0,09-26,17:00,4.2000
185,4.2000,DIBO1Y,0,09-26,17:00,4.2000
186,1.6128,DR001,1,09-26,17:00,1.6000
187,2.4596,DR007,1,09-26,17:00,2.5000
188,2.9681,DR014,1,09-26,17:00,2.9000
189,2.9097,DR021,1,09-26,17:00,2.9500
190,2.8906,DR1M,1,09-26,17:00,2.8000
191,3.5068,DIBO2M,0,09-24,17:00,3.3000
192,2.8817,DR2M,1,09-26,17:00,2.7500
193,2.8000,DR3M,1,09-26,17:00,2.8000
194,3.4500,DR4M,1,09-26,17:00,3.4500
195,1.6446,DIBO001,0,09-26,17:00,1.6500
196,2.5741,DIBO007,0,09-26,17:00,2.9000
197,3.0223,DIBO014,0,09-26,17:00,2.8000
198,3.1201,DIBO021,0,09-26,17:00,3.0000
199,2.7616,DIBO1M,0,09-26,17:00,2.7000
200,3.1425,DIBO2M,0,09-26,17:00,3.4000
201,3.0106,DIBO3M,0,09-26,17:00,2.8800
202,3.6776,DIBO3M,0,09-24,17:00,3.5500
203,3.0000,DIBO4M,0,09-26,17:00,3.0000
204,3.7511,DIBO6M,0,09-26,17:00,2.8150
205,4.2000,DIBO9M,0,09-26,17:00,4.2000
206,4.2000,DIBO1Y,0,09-26,17:00,4.2000
207,1.6128,DR001,1,09-26,17:00,1.6000
208,2.4596,DR007,1,09-26,17:00,2.5000
209,2.9681,DR014,1,09-26,17:00,2.9000
210,2.9097,DR021,1,09-26,17:00,2.9500
211,2.8906,DR1M,1,09-26,17:00,2.8000
212,2.8817,DR2M,1,09-26,17:00,2.7500
213,3.0480,DIBO1Y,0,09-24,17:00,3.0480
214,2.8000,DR3M,1,09-26,17:00,2.8000
215,3.4500,DR4M,1,09-26,17:00,3.4500
216,1.6446,DIBO001,0,09-26,17:00,1.6500
217,2.5741,DIBO007,0,09-26,17:00,2.9000
218,3.0223,DIBO014,0,09-26,17:00,2.8000
219,3.1201,DIBO021,0,09-26,17:00,3.0000
220,2.7616,DIBO1M,0,09-26,17:00,2.7000
221,3.1425,DIBO2M,0,09-26,17:00,3.4000
222,3.0106,DIBO3M,0,09-26,17:00,2.8800
223,3.0000,DIBO4M,0,09-26,17:00,3.0000
224,2.9912,DR1M,1,09-24,17:00,2.8000
225,2.3484,DR001,1,09-24,17:00,2.3000
226,3.7511,DIBO6M,0,09-26,17:00,2.8150
227,4.2000,DIBO9M,0,09-26,17:00,4.2000
228,4.2000,DIBO1Y,0,09-26,17:00,4.2000
229,1.6128,DR001,1,09-26,17:00,1.6000
230,2.4596,DR007,1,09-26,17:00,2.5000
231,2.9681,DR014,1,09-26,17:00,2.9000
232,2.9097,DR021,1,09-26,17:00,2.9500
233,2.8906,DR1M,1,09-26,17:00,2.8000
234,2.8817,DR2M,1,09-26,17:00,2.7500
235,2.8000,DR3M,1,09-26,17:00,2.8000
236,2.6040,DR007,1,09-24,17:00,2.3000
237,3.4500,DR4M,1,09-26,17:00,3.4500
238,1.6446,DIBO001,0,09-26,17:00,1.6500
239,2.5741,DIBO007,0,09-26,17:00,2.9000
240,3.0223,DIBO014,0,09-26,17:00,2.8000
241,3.1201,DIBO021,0,09-26,17:00,3.0000
242,2.7616,DIBO1M,0,09-26,17:00,2.7000
243,3.1425,DIBO2M,0,09-26,17:00,3.4000
244,3.0106,DIBO3M,0,09-26,17:00,2.8800
245,3.0000,DIBO4M,0,09-26,17:00,3.0000
246,3.7511,DIBO6M,0,09-26,17:00,2.8150
247,3.0069,DR014,1,09-24,17:00,3.0100
248,4.2000,DIBO9M,0,09-26,17:00,4.2000
249,4.2000,DIBO1Y,0,09-26,17:00,4.2000
250,1.6128,DR001,1,09-26,17:00,1.6000
251,2.4596,DR007,1,09-26,17:00,2.5000
252,2.9681,DR014,1,09-26,17:00,2.9000
253,2.9097,DR021,1,09-26,17:00,2.9500
254,2.8906,DR1M,1,09-26,17:00,2.8000
255,2.8817,DR2M,1,09-26,17:00,2.7500
256,2.8000,DR3M,1,09-26,17:00,2.8000
257,3.4500,DR4M,1,09-26,17:00,3.4500
258,3.0077,DR021,1,09-24,17:00,2.9000
259,1.6446,DIBO001,0,09-26,17:00,1.6500
260,2.5741,DIBO007,0,09-26,17:00,2.9000
261,3.0223,DIBO014,0,09-26,17:00,2.8000
262,3.1201,DIBO021,0,09-26,17:00,3.0000
263,2.7616,DIBO1M,0,09-26,17:00,2.7000
264,3.1425,DIBO2M,0,09-26,17:00,3.4000
265,3.0106,DIBO3M,0,09-26,17:00,2.8800
266,3.0000,DIBO4M,0,09-26,17:00,3.0000
267,3.7511,DIBO6M,0,09-26,17:00,2.8150
268,4.2000,DIBO9M,0,09-26,17:00,4.2000
269,2.9912,DR1M,1,09-24,17:00,2.8000
270,4.2000,DIBO1Y,0,09-26,17:00,4.2000
271,1.6128,DR001,1,09-26,17:00,1.6000
272,2.4596,DR007,1,09-26,17:00,2.5000
273,2.9681,DR014,1,09-26,17:00,2.9000
274,2.9097,DR021,1,09-26,17:00,2.9500
275,2.8906,DR1M,1,09-26,17:00,2.8000
276,2.8817,DR2M,1,09-26,17:00,2.7500
277,2.8000,DR3M,1,09-26,17:00,2.8000
278,3.4500,DR4M,1,09-26,17:00,3.4500
279,1.6446,DIBO001,0,09-26,17:00,1.6500
280,3.1137,DR2M,1,09-24,17:00,3.1000
281,2.5741,DIBO007,0,09-26,17:00,2.9000
282,3.0223,DIBO014,0,09-26,17:00,2.8000
283,3.1201,DIBO021,0,09-26,17:00,3.0000
284,2.7616,DIBO1M,0,09-26,17:00,2.7000
285,3.1425,DIBO2M,0,09-26,17:00,3.4000
286,3.0106,DIBO3M,0,09-26,17:00,2.8800
287,3.0000,DIBO4M,0,09-26,17:00,3.0000
288,3.7511,DIBO6M,0,09-26,17:00,2.8150
289,4.2000,DIBO9M,0,09-26,17:00,4.2000
290,4.2000,DIBO1Y,0,09-26,17:00,4.2000
291,2.9703,DR3M,1,09-24,17:00,3.0000
292,1.6128,DR001,1,09-26,17:00,1.6000
293,2.4596,DR007,1,09-26,17:00,2.5000
294,2.9681,DR014,1,09-26,17:00,2.9000
295,2.9097,DR021,1,09-26,17:00,2.9500
296,2.8906,DR1M,1,09-26,17:00,2.8000
297,2.8817,DR2M,1,09-26,17:00,2.7500
298,2.8000,DR3M,1,09-26,17:00,2.8000
299,3.4500,DR4M,1,09-26,17:00,3.4500
300,1.6446,DIBO001,0,09-26,17:00,1.6500
301,2.5741,DIBO007,0,09-26,17:00,2.9000
302,3.5000,DR6M,1,09-24,17:00,3.5000
303,3.0223,DIBO014,0,09-26,17:00,2.8000
304,3.1201,DIBO021,0,09-26,17:00,3.0000
305,2.7616,DIBO1M,0,09-26,17:00,2.7000
306,3.1425,DIBO2M,0,09-26,17:00,3.4000
307,3.0106,DIBO3M,0,09-26,17:00,2.8800
308,3.0000,DIBO4M,0,09-26,17:00,3.0000
309,3.7511,DIBO6M,0,09-26,17:00,2.8150
310,4.2000,DIBO9M,0,09-26,17:00,4.2000
311,4.2000,DIBO1Y,0,09-26,17:00,4.2000
312,1.6128,DR001,1,09-26,17:00,1.6000
313,2.3753,DIBO001,0,09-24,17:00,2.3600
314,2.4596,DR007,1,09-26,17:00,2.5000
315,2.9681,DR014,1,09-26,17:00,2.9000
316,2.9097,DR021,1,09-26,17:00,2.9500
317,2.8906,DR1M,1,09-26,17:00,2.8000
318,2.8817,DR2M,1,09-26,17:00,2.7500
319,2.8000,DR3M,1,09-26,17:00,2.8000
320,3.4500,DR4M,1,09-26,17:00,3.4500
321,1.6446,DIBO001,0,09-26,17:00,1.6500
322,2.5741,DIBO007,0,09-26,17:00,2.9000
323,3.0223,DIBO014,0,09-26,17:00,2.8000
324,2.6220,DIBO007,0,09-24,17:00,3.2900
325,3.1201,DIBO021,0,09-26,17:00,3.0000
326,2.7616,DIBO1M,0,09-26,17:00,2.7000
327,3.1425,DIBO2M,0,09-26,17:00,3.4000
328,3.0106,DIBO3M,0,09-26,17:00,2.8800
329,3.0000,DIBO4M,0,09-26,17:00,3.0000
330,3.7511,DIBO6M,0,09-26,17:00,2.8150
331,4.2000,DIBO9M,0,09-26,17:00,4.2000
332,4.2000,DIBO1Y,0,09-26,17:00,4.2000
333,1.6128,DR001,1,09-26,17:00,1.6000
334,2.4596,DR007,1,09-26,17:00,2.5000
335,3.1137,DR2M,1,09-24,17:00,3.1000
336,3.0367,DIBO014,0,09-24,17:00,3.3000
337,2.9681,DR014,1,09-26,17:00,2.9000
338,2.9097,DR021,1,09-26,17:00,2.9500
339,2.8906,DR1M,1,09-26,17:00,2.8000
340,2.8817,DR2M,1,09-26,17:00,2.7500
341,2.8000,DR3M,1,09-26,17:00,2.8000
342,3.4500,DR4M,1,09-26,17:00,3.4500
343,1.6446,DIBO001,0,09-26,17:00,1.6500
344,2.5741,DIBO007,0,09-26,17:00,2.9000
345,3.0223,DIBO014,0,09-26,17:00,2.8000
346,3.1201,DIBO021,0,09-26,17:00,3.0000
347,3.2380,DIBO021,0,09-24,17:00,3.1300
348,2.7616,DIBO1M,0,09-26,17:00,2.7000
349,3.1425,DIBO2M,0,09-26,17:00,3.4000
350,3.0106,DIBO3M,0,09-26,17:00,2.8800
351,3.0000,DIBO4M,0,09-26,17:00,3.0000
352,3.7511,DIBO6M,0,09-26,17:00,2.8150
353,4.2000,DIBO9M,0,09-26,17:00,4.2000
354,4.2000,DIBO1Y,0,09-26,17:00,4.2000
355,1.6128,DR001,1,09-26,17:00,1.6000
356,2.4596,DR007,1,09-26,17:00,2.5000
357,2.9681,DR014,1,09-26,17:00,2.9000
358,3.6136,DIBO1M,0,09-24,17:00,4.5500
359,2.9097,DR021,1,09-26,17:00,2.9500
360,2.8906,DR1M,1,09-26,17:00,2.8000
361,2.8817,DR2M,1,09-26,17:00,2.7500
362,2.8000,DR3M,1,09-26,17:00,2.8000
363,3.4500,DR4M,1,09-26,17:00,3.4500
364,1.6446,DIBO001,0,09-26,17:00,1.6500
365,2.5741,DIBO007,0,09-26,17:00,2.9000
366,3.0223,DIBO014,0,09-26,17:00,2.8000
367,3.1201,DIBO021,0,09-26,17:00,3.0000
368,2.7616,DIBO1M,0,09-26,17:00,2.7000
369,3.5068,DIBO2M,0,09-24,17:00,3.3000
370,3.1425,DIBO2M,0,09-26,17:00,3.4000
371,3.0106,DIBO3M,0,09-26,17:00,2.8800
372,3.0000,DIBO4M,0,09-26,17:00,3.0000
373,3.7511,DIBO6M,0,09-26,17:00,2.8150
374,4.2000,DIBO9M,0,09-26,17:00,4.2000
375,4.2000,DIBO1Y,0,09-26,17:00,4.2000
376,1.6128,DR001,1,09-26,17:00,1.6000
377,2.4596,DR007,1,09-26,17:00,2.5000
378,2.9681,DR014,1,09-26,17:00,2.9000
379,2.9097,DR021,1,09-26,17:00,2.9500
380,3.6776,DIBO3M,0,09-24,17:00,3.5500
381,2.8906,DR1M,1,09-26,17:00,2.8000
382,2.8817,DR2M,1,09-26,17:00,2.7500
383,2.8000,DR3M,1,09-26,17:00,2.8000
384,3.4500,DR4M,1,09-26,17:00,3.4500
385,1.6446,DIBO001,0,09-26,17:00,1.6500
386,2.5741,DIBO007,0,09-26,17:00,2.9000
387,3.0223,DIBO014,0,09-26,17:00,2.8000
388,3.1201,DIBO021,0,09-26,17:00,3.0000
389,2.7616,DIBO1M,0,09-26,17:00,2.7000
390,3.1425,DIBO2M,0,09-26,17:00,3.4000
391,3.0480,DIBO1Y,0,09-24,17:00,3.0480
392,3.0106,DIBO3M,0,09-26,17:00,2.8800
393,3.0000,DIBO4M,0,09-26,17:00,3.0000
394,3.7511,DIBO6M,0,09-26,17:00,2.8150
395,4.2000,DIBO9M,0,09-26,17:00,4.2000
396,4.2000,DIBO1Y,0,09-26,17:00,4.2000
397,1.6128,DR001,1,09-26,17:00,1.6000
398,2.4596,DR007,1,09-26,17:00,2.5000
399,2.9681,DR014,1,09-26,17:00,2.9000
400,2.9097,DR021,1,09-26,17:00,2.9500
401,2.8906,DR1M,1,09-26,17:00,2.8000
402,2.3484,DR001,1,09-24,17:00,2.3000
403,2.8817,DR2M,1,09-26,17:00,2.7500
404,2.8000,DR3M,1,09-26,17:00,2.8000
405,3.4500,DR4M,1,09-26,17:00,3.4500
406,1.6446,DIBO001,0,09-26,17:00,1.6500
407,2.5741,DIBO007,0,09-26,17:00,2.9000
408,3.0223,DIBO014,0,09-26,17:00,2.8000
409,3.1201,DIBO021,0,09-26,17:00,3.0000
410,2.7616,DIBO1M,0,09-26,17:00,2.7000
411,3.1425,DIBO2M,0,09-26,17:00,3.4000
412,3.0106,DIBO3M,0,09-26,17:00,2.8800
413,2.6040,DR007,1,09-24,17:00,2.3000
414,3.0000,DIBO4M,0,09-26,17:00,3.0000
415,3.7511,DIBO6M,0,09-26,17:00,2.8150
416,4.2000,DIBO9M,0,09-26,17:00,4.2000
417,4.2000,DIBO1Y,0,09-26,17:00,4.2000
418,1.6128,DR001,1,09-26,17:00,1.6000
419,2.4596,DR007,1,09-26,17:00,2.5000
420,2.9681,DR014,1,09-26,17:00,2.9000
421,2.9097,DR021,1,09-26,17:00,2.9500
422,2.8906,DR1M,1,09-26,17:00,2.8000
423,2.8817,DR2M,1,09-26,17:00,2.7500
424,3.0069,DR014,1,09-24,17:00,3.0100
425,2.8000,DR3M,1,09-26,17:00,2.8000
426,3.4500,DR4M,1,09-26,17:00,3.4500
427,1.6446,DIBO001,0,09-26,17:00,1.6500
428,2.5741,DIBO007,0,09-26,17:00,2.9000
429,3.0223,DIBO014,0,09-26,17:00,2.8000
430,3.1201,DIBO021,0,09-26,17:00,3.0000
431,2.7616,DIBO1M,0,09-26,17:00,2.7000
432,3.1425,DIBO2M,0,09-26,17:00,3.4000
433,3.0106,DIBO3M,0,09-26,17:00,2.8800
434,3.0000,DIBO4M,0,09-26,17:00,3.0000
435,3.0077,DR021,1,09-24,17:00,2.9000
436,3.7511,DIBO6M,0,09-26,17:00,2.8150
437,4.2000,DIBO9M,0,09-26,17:00,4.2000
438,4.2000,DIBO1Y,0,09-26,17:00,4.2000
439,2.5500,DR001,1,09-26,17:00,2.5500
440,2.6500,DR007,1,09-26,17:00,2.6500
441,1.6446,DIBO001,0,09-26,17:00,1.6500
442,2.5741,DIBO007,0,09-26,17:00,2.9000
443,3.0223,DIBO014,0,09-26,17:00,2.8000
444,3.1201,DIBO021,0,09-26,17:00,3.0000
445,2.7616,DIBO1M,0,09-26,17:00,2.7000
446,2.9703,DR3M,1,09-24,17:00,3.0000
447,2.9912,DR1M,1,09-24,17:00,2.8000
448,3.1425,DIBO2M,0,09-26,17:00,3.4000
449,3.0106,DIBO3M,0,09-26,17:00,2.8800
450,3.0000,DIBO4M,0,09-26,17:00,3.0000
451,3.7511,DIBO6M,0,09-26,17:00,2.8150
452,4.2000,DIBO9M,0,09-26,17:00,4.2000
453,4.2000,DIBO1Y,0,09-26,17:00,4.2000
454,1.7217,DR001,1,09-26,17:00,1.3600
455,2.6287,DR007,1,09-26,17:00,2.6500
456,2.9000,DIBO021,0,09-27,9:30,2.9000
457,1.4496,DR001,1,09-27,9:30,1.3300
458,3.1137,DR2M,1,09-24,17:00,3.1000
459,2.6298,DR007,1,09-27,9:30,2.6500
460,2.9232,DR014,1,09-27,9:30,3.0000
461,2.9700,DIBO014,0,09-27,9:45,2.9700
462,3.1305,DIBO021,0,09-27,9:45,3.0000
463,3.7000,DIBO2M,0,09-27,9:45,3.7000
464,1.3483,DR001,1,09-27,9:45,1.3200
465,2.6394,DR007,1,09-27,9:45,3.0000
466,2.9166,DR014,1,09-27,9:45,2.9500
467,1.3525,DIBO001,0,09-27,10:00,1.3500
468,3.0131,DIBO014,0,09-27,10:00,3.1000
469,2.9703,DR3M,1,09-24,17:00,3.0000
470,3.1305,DIBO021,0,09-27,10:00,3.0000
471,3.7000,DIBO2M,0,09-27,10:00,3.7000
472,1.3141,DR001,1,09-27,10:00,1.2900
473,2.6012,DR007,1,09-27,10:00,2.6100
474,2.9278,DR014,1,09-27,10:00,2.9000
475,1.3496,DIBO001,0,09-27,10:15,1.3500
476,1.6500,DIBO007,0,09-27,10:15,1.6500
477,3.0131,DIBO014,0,09-27,10:15,3.1000
478,3.1305,DIBO021,0,09-27,10:15,3.0000
479,3.7000,DIBO2M,0,09-27,10:15,3.7000
480,3.5000,DR6M,1,09-24,17:00,3.5000
481,1.3070,DR001,1,09-27,10:15,1.3100
482,2.5778,DR007,1,09-27,10:15,1.8000
483,2.9335,DR014,1,09-27,10:15,2.9000
484,3.1000,DR021,1,09-27,10:15,3.1000
485,1.3501,DIBO001,0,09-27,10:30,1.3500
486,2.1500,DIBO007,0,09-27,10:30,3.1500
487,3.0097,DIBO014,0,09-27,10:30,3.0500
488,3.2224,DIBO021,0,09-27,10:30,3.6000
489,3.7000,DIBO2M,0,09-27,10:30,3.7000
490,3.0200,DIBO4M,0,09-27,10:30,3.0200
491,2.3753,DIBO001,0,09-24,17:00,2.3600
492,1.3010,DR001,1,09-27,10:30,1.3300
493,2.5557,DR007,1,09-27,10:30,1.3100
494,2.9376,DR014,1,09-27,10:30,3.0500
495,3.1000,DR021,1,09-27,10:30,3.1000
496,1.3353,DIBO001,0,09-27,10:45,1.3000
497,2.1500,DIBO007,0,09-27,10:45,3.1500
498,3.0180,DIBO014,0,09-27,10:45,2.7000
499,3.2224,DIBO021,0,09-27,10:45,3.6000
500,3.7000,DIBO2M,0,09-27,10:45,3.7000
501,3.0200,DIBO4M,0,09-27,10:45,3.0200
502,2.6220,DIBO007,0,09-24,17:00,3.2900
